Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Gauranteeplan1,Chrome 70.0.3538.102,,2018-11-22 18:59:19,2018-11-22 19:02:47,3m - 28.259s,FAILED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_login,Chrome 70.0.3538.102,,2018-11-22 18:59:20,2018-11-22 18:59:40,20.012s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-22 18:59:20,2018-11-22 18:59:26,5.483s,PASSED
navigateToUrl,Chrome 70.0.3538.102,,2018-11-22 18:59:26,2018-11-22 18:59:31,5.352s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-22 18:59:31,2018-11-22 18:59:32,1.202s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 18:59:32,2018-11-22 18:59:35,3.052s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-22 18:59:35,2018-11-22 18:59:36,0.425s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 18:59:36,2018-11-22 18:59:39,3.005s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-22 18:59:39,2018-11-22 18:59:39,0.324s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 18:59:39,2018-11-22 18:59:40,0.405s,PASSED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_Plans,Chrome 70.0.3538.102,,2018-11-22 18:59:40,2018-11-22 19:00:12,32.273s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 18:59:40,2018-11-22 18:59:44,3.818s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 18:59:44,2018-11-22 18:59:47,3.003s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 18:59:47,2018-11-22 18:59:47,0.223s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-22 18:59:47,2018-11-22 18:59:48,0.462s,PASSED
globalkeywords.record.RecordNotFound,Chrome 70.0.3538.102,,2018-11-22 18:59:48,2018-11-22 18:59:59,11.971s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 18:59:59,2018-11-22 19:00:03,3.003s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 19:00:03,2018-11-22 19:00:03,0.179s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 19:00:03,2018-11-22 19:00:06,3.003s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 19:00:06,2018-11-22 19:00:06,0.314s,PASSED
switchToWindowIndex,Chrome 70.0.3538.102,,2018-11-22 19:00:06,2018-11-22 19:00:06,0.069s,PASSED
waitForElementVisible,Chrome 70.0.3538.102,,2018-11-22 19:00:06,2018-11-22 19:00:12,5.580s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 19:00:12,2018-11-22 19:00:12,0.149s,PASSED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_date,Chrome 70.0.3538.102,,2018-11-22 19:00:12,2018-11-22 19:00:57,45.538s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 19:00:12,2018-11-22 19:00:22,10.005s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 19:00:22,2018-11-22 19:00:23,0.366s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 19:00:23,2018-11-22 19:00:33,10.005s,PASSED
click,Chrome 70.0.3538.102,,2018-11-22 19:00:33,2018-11-22 19:00:33,0.159s,PASSED
delay,Chrome 70.0.3538.102,,2018-11-22 19:00:33,2018-11-22 19:00:43,10.003s,PASSED
setText,Chrome 70.0.3538.102,,2018-11-22 19:00:43,2018-11-22 19:00:43,0.387s,PASSED
globalkeywords.record.RecordNotFound,Chrome 70.0.3538.102,,2018-11-22 19:00:43,2018-11-22 19:00:55,12.230s,PASSED
Statement - robot = new java.awt.Robot(),Chrome 70.0.3538.102,,2018-11-22 19:00:55,2018-11-22 19:00:55,0.000s,PASSED
