Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
LeveragePlan1,Chrome 70.0.3538.110,,2018-12-03 17:52:31,2018-12-03 17:54:39,2m - 7.982s,PASSED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_login,Chrome 70.0.3538.110,,2018-12-03 17:52:32,2018-12-03 17:52:51,18.903s,PASSED
openBrowser,Chrome 70.0.3538.110,Opening the Browser,2018-12-03 17:52:33,2018-12-03 17:52:38,4.707s,PASSED
navigateToUrl,Chrome 70.0.3538.110,"Navigating to Specified Url
",2018-12-03 17:52:38,2018-12-03 17:52:43,5.269s,PASSED
maximizeWindow,Chrome 70.0.3538.110,Maximizing the Browser window,2018-12-03 17:52:43,2018-12-03 17:52:44,1.189s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 17:52:44,2018-12-03 17:52:47,3.050s,PASSED
setText,Chrome 70.0.3538.110,Providing the Input value in the Username Text Box,2018-12-03 17:52:47,2018-12-03 17:52:48,0.401s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 17:52:48,2018-12-03 17:52:51,3.007s,PASSED
setText,Chrome 70.0.3538.110,Providing the Password of the User,2018-12-03 17:52:51,2018-12-03 17:52:51,0.281s,PASSED
click,Chrome 70.0.3538.110,Click the login button,2018-12-03 17:52:51,2018-12-03 17:52:51,0.171s,PASSED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_Planfloder/Dashboard_Plans,Chrome 70.0.3538.110,,2018-12-03 17:52:51,2018-12-03 17:53:13,21.879s,PASSED
Statement - java.lang.Thread.sleep(3000),Chrome 70.0.3538.110,,2018-12-03 17:52:52,2018-12-03 17:52:55,3.010s,PASSED
click,Chrome 70.0.3538.110,"Click the Dashbord option on the screen
",2018-12-03 17:52:55,2018-12-03 17:52:56,1.077s,PASSED
delay,Chrome 70.0.3538.110,,2018-12-03 17:52:56,2018-12-03 17:52:57,1.003s,PASSED
click,Chrome 70.0.3538.110,Click on the Text box,2018-12-03 17:52:57,2018-12-03 17:52:57,0.397s,PASSED
setText,Chrome 70.0.3538.110,Providing the Plan Name in the Text Box,2018-12-03 17:52:57,2018-12-03 17:52:58,0.617s,PASSED
globalkeywords.record.RecordNotFound,Chrome 70.0.3538.110,"Record not found Global Keyword
 ",2018-12-03 17:52:58,2018-12-03 17:53:11,12.975s,PASSED
Statement - myobj = new com.kms.katalon.core.testobject.TestObject(Dynamic Boject),Chrome 70.0.3538.110,Creating new object ,2018-12-03 17:53:11,2018-12-03 17:53:11,0.009s,PASSED
Statement - plansearch = Plans,Chrome 70.0.3538.110,"Providing the value for Plansearch
",2018-12-03 17:53:11,2018-12-03 17:53:11,0.001s,PASSED
"Statement - xpath = ""//span[normalize-space(text())="""" + plansearch + """"]""",Chrome 70.0.3538.110,"Specifing the Xpath
",2018-12-03 17:53:11,2018-12-03 17:53:11,0.002s,PASSED
"Statement - myobj.addProperty(""xpath"", EQUALS, xpath)",Chrome 70.0.3538.110,Calling the object of myobj,2018-12-03 17:53:11,2018-12-03 17:53:11,0.006s,PASSED
Statement - java.lang.Thread.sleep(2000),Chrome 70.0.3538.110,,2018-12-03 17:53:11,2018-12-03 17:53:13,2.002s,PASSED
click,Chrome 70.0.3538.110,Click the Plan,2018-12-03 17:53:13,2018-12-03 17:53:13,0.165s,PASSED
,,,,,,
