Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Leverageplan-3,Chrome 71.0.3578.98,,2019-02-08 11:11:40,2019-02-08 11:14:27,2m - 46.576s,FAILED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_Login,Chrome 71.0.3578.98,,2019-02-08 11:11:41,2019-02-08 11:12:14,33.222s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,Opening the Browser,2019-02-08 11:11:41,2019-02-08 11:11:47,6.015s,PASSED
"navigateToUrl(""https://lnvo-muat.callidusondemand.com/SalesPortal/#!/"")",Chrome 71.0.3578.98,"Navigating to Specified Url
",2019-02-08 11:11:47,2019-02-08 11:11:57,9.932s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,Maximizing the Browser window,2019-02-08 11:11:57,2019-02-08 11:11:59,1.364s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-02-08 11:11:59,2019-02-08 11:12:04,5.057s,PASSED
"setText(findTestObject(""Dashboard_login/input_username""), ""sapattna"")",Chrome 71.0.3578.98,Providing the Input value in the Username Text Box,2019-02-08 11:12:04,2019-02-08 11:12:04,0.298s,PASSED
delay(5),Chrome 71.0.3578.98,,2019-02-08 11:12:04,2019-02-08 11:12:09,5.008s,PASSED
"setText(findTestObject(""Dashboard_login/input_password""), ""Callidus123"")",Chrome 71.0.3578.98,Providing the Password of the User,2019-02-08 11:12:09,2019-02-08 11:12:09,0.301s,PASSED
"click(findTestObject(""Dashboard_login/button_Login""))",Chrome 71.0.3578.98,Click the login button,2019-02-08 11:12:09,2019-02-08 11:12:09,0.160s,PASSED
"waitForElementVisible(findTestObject(""Dashboard_Plan/a_Dashboards""), 10)",Chrome 71.0.3578.98,,2019-02-08 11:12:09,2019-02-08 11:12:14,4.349s,PASSED
,,,,,,
Test Cases/Dashboard_Lenovo/Dashboard_Planfloder/Dashboard_1Plans,Chrome 71.0.3578.98,,2019-02-08 11:12:14,2019-02-08 11:12:33,18.887s,PASSED
"waitForElementClickable(findTestObject(""Dashboard_Plan/a_Dashboards""), 5)",Chrome 71.0.3578.98,,2019-02-08 11:12:14,2019-02-08 11:12:14,0.080s,PASSED
